author,text,likes,time,text_clean,sentiment
@rahmirahmi7353,"Indonesia berduka , 3 propinsi kena musibah, rakyat indonesia bertambah miskin, wahai para koruptor lihat lah ...sadar lah, wahai pemimpin...dimana kalian ?",0,2 bulan yang lalu,indonesia berduka     propinsi kena musibah  rakyat indonesia bertambah miskin  wahai para koruptor lihat lah    sadar lah  wahai pemimpin   dimana kalian,Neutral
@abiyan_zamran,"Dengan gotong royong semua elemen, Sumatera pasti bisa keluar dari masa sulit ini",0,2 bulan yang lalu,dengan gotong royong semua elemen  sumatera pasti bisa keluar dari masa sulit ini,Neutral
@serlyn_elena20,"Warga Sumatera pasti kuat hadapi cobaan, apalagi ada dukungan penuh dari pemerintah",0,2 bulan yang lalu,warga sumatera pasti kuat hadapi cobaan  apalagi ada dukungan penuh dari pemerintah,Neutral
@Back_To_Bike,"Gue cek baru 3 setatus bencana nasional dari 1992 sampai sekarang,jangan bilang jawa aja yang di urusin soalnya gempa jogja aja gak jadi bencana nasional padahal sama2 banyak korban",0,2 bulan yang lalu,gue cek baru   setatus bencana nasional dari      sampai sekarang jangan bilang jawa aja yang di urusin soalnya gempa jogja aja gak jadi bencana nasional padahal sama  banyak korban,Negative
@khalisalabdullah1467,Bg tolong😢 di Aceh Utara belum masuk bantuan logistik sama sekali uang ku udah habis aku punya bayi bingung  haruh kemana minta tolong,0,2 bulan yang lalu,bg tolong  di aceh utara belum masuk bantuan logistik sama sekali uang ku udah habis aku punya bayi bingung  haruh kemana minta tolong,Neutral
@johan_arya44,Bantuan dari berbagai pihak satuin energi positif buat percepat penanganan,0,2 bulan yang lalu,bantuan dari berbagai pihak satuin energi positif buat percepat penanganan,Neutral
@ferr4132,"08:17 relate kali bang, aku pertama kali pindah ke Jawa buat kuliah langsung terasa banget kesalnya, gimana daerah gua yang tertinggal (Riau) dibanding kan dengan majunya daerah2 di Jawa, sampai kepikiran 
""gua aja yang dari Riau semarah ini, apa lagi yang dari Papua""",1,2 bulan yang lalu,"relate kali bang  aku pertama kali pindah ke jawa buat kuliah langsung terasa banget kesalnya  gimana daerah gua yang tertinggal  riau  dibanding kan dengan majunya daerah  di jawa  sampai kepikiran 
 gua aja yang dari riau semarah ini  apa lagi yang dari papua",Neutral
@fian.wannabe,Malay lebih gercep drpd indo,0,2 bulan yang lalu,malay lebih gercep drpd indo,Neutral
@jaydimassaputra2499,Ya allah,0,2 bulan yang lalu,ya allah,Neutral
@gilangramadhan-x007,yang kuat saudaraku,0,2 bulan yang lalu,yang kuat saudaraku,Neutral
@RiboetKenArok3649,"❤Dukamu, duka INDONESIA Saudaraku 😥😥❤",0,2 bulan yang lalu,dukamu  duka indonesia saudaraku,Negative
@vinniakp665,Gk melebih-lebihkan. Dia memang menyampaikan secara faktual. Hanya saja bnyk org yg denial (mungkin kamu jg termasuk) sehingga merasa yg disampaikan Bang Ferry itu dilebih-lebihkan,10,2 bulan yang lalu,gk melebih lebihkan  dia memang menyampaikan secara faktual  hanya saja bnyk org yg denial  mungkin kamu jg termasuk  sehingga merasa yg disampaikan bang ferry itu dilebih lebihkan,Neutral
@PrimeOnU,"Ya kan memang begitu. Manusia ga akan pernah memahami rasa sakitnya kecuali dia merasakan langsung. Jadi jangan pernah merasa sok tau dan meremehkan penderitaan orang lain karena ""you’re not in their shoes!""",5,2 bulan yang lalu,ya kan memang begitu  manusia ga akan pernah memahami rasa sakitnya kecuali dia merasakan langsung  jadi jangan pernah merasa sok tau dan meremehkan penderitaan orang lain karena  you re not in their shoes,Neutral
@ruslindarusli6373,Itu fungsinya ilmu memahami sesuatu sebelum itu semua terjadi.,1,2 bulan yang lalu,itu fungsinya ilmu memahami sesuatu sebelum itu semua terjadi,Neutral
@SandiMaulana-d7k,"tolong berubah, hati nurani juga lebih baik bang, under estimate gak baik. 
kadang kita kasian pas maling digebukin, iya bener, tapi persepsi kita yg kemalingan juga bakal beda. 
inilah hidup.",1,2 bulan yang lalu,"tolong berubah  hati nurani juga lebih baik bang  under estimate gak baik  
kadang kita kasian pas maling digebukin  iya bener  tapi persepsi kita yg kemalingan juga bakal beda  
inilah hidup",Neutral
@whoami_andjust_whoami,"Kalau boleh tahu  , 
contoh masalah yang 
terlihat dilebih-lebihkan 
oleh Ferry Irwandi itu 
masalah yang apa kah gan ?",1,1 bulan yang lalu,"kalau boleh tahu    
contoh masalah yang 
terlihat dilebih lebihkan 
oleh ferry irwandi itu 
masalah yang apa kah gan",Neutral
@pinkish-45,"Setiap daerah sudah punya dananya masing². Saya di Jateng pas zaman pak sby jg masih sering ngerasain mati lampu, hampir tiap minggu. jalan² di sini jg banyak yg berlubang, banyak bikin genangan, dan banjir di jln. Kalo anda bisa liat 'maju'nya jawa itu ya karna anda di kotanyaa, tempat univ² berada. Saya yg dari kota kecil aja harus merantau buat kuliah krn di sini baru² dibikin perguruan tinggi, gaada mall, bioskop, dsb. Dan ngomongin soal Papua, mending anda liat dulu berapa besar dana yg digelontorin pemerintah ke papua sana, papua termasuk salah satu penerima dana terbesar di indonesia. Kalo blm banyak perubahan kayak yg anda liat itu, coba anda cek pemdanya sana. Udah pernah rame kok dulu kasusnya lukas enembe. Pernah liat ga dulu dia pas mau diproses kasus korupsi tpi malah dihalang²i pake senjata tajam sama orang² sana?? Jangan tutup mata dan cuma lempar kesalahan ke daerah lain kl nyatanya pemda kalian jg oknumnya. 

Semoga lekas membaik yg terdampak bencana.",0,2 bulan yang lalu,"setiap daerah sudah punya dananya masing   saya di jateng pas zaman pak sby jg masih sering ngerasain mati lampu  hampir tiap minggu  jalan  di sini jg banyak yg berlubang  banyak bikin genangan  dan banjir di jln  kalo anda bisa liat  maju nya jawa itu ya karna anda di kotanyaa  tempat univ  berada  saya yg dari kota kecil aja harus merantau buat kuliah krn di sini baru  dibikin perguruan tinggi  gaada mall  bioskop  dsb  dan ngomongin soal papua  mending anda liat dulu berapa besar dana yg digelontorin pemerintah ke papua sana  papua termasuk salah satu penerima dana terbesar di indonesia  kalo blm banyak perubahan kayak yg anda liat itu  coba anda cek pemdanya sana  udah pernah rame kok dulu kasusnya lukas enembe  pernah liat ga dulu dia pas mau diproses kasus korupsi tpi malah dihalang i pake senjata tajam sama orang  sana   jangan tutup mata dan cuma lempar kesalahan ke daerah lain kl nyatanya pemda kalian jg oknumnya  

semoga lekas membaik yg terdampak bencana",Negative
@rikifabian6884,"Yg merusak konglo2 jakarta,yg menderita rakyat biasa Sumatra",1,2 bulan yang lalu,yg merusak konglo  jakarta yg menderita rakyat biasa sumatra,Neutral
@fedayeenn,"Dari tingkat kepala desa sampai tingkat presiden, semua bajingan. 
Inilah bukti Prabowo useful idiot untuk para menterinya.
Negara kok dipimpin para bajingan semua.",0,2 bulan yang lalu,"dari tingkat kepala desa sampai tingkat presiden  semua bajingan  
inilah bukti prabowo useful idiot untuk para menterinya 
negara kok dipimpin para bajingan semua",Neutral
@riskyfirmansyah3849,Sangking banyaknya orang bodoh di pemerintahan sampe yang kerja bener nggak keliatan. Mungkin klk komet atlas mau nabrak Indonesia pemerintahan malah sibuk debat nanti mau di tetapkan sebagai bencana nasional atau nggak. 😂,0,2 bulan yang lalu,sangking banyaknya orang bodoh di pemerintahan sampe yang kerja bener nggak keliatan  mungkin klk komet atlas mau nabrak indonesia pemerintahan malah sibuk debat nanti mau di tetapkan sebagai bencana nasional atau nggak,Neutral
@YayaSin,Aku lebih suka Sumatera  dan aceh merdeka bersama...menjadi satu negara..,0,2 bulan yang lalu,aku lebih suka sumatera  dan aceh merdeka bersama   menjadi satu negara,Neutral
@FahmanFikri,Indonesia hanya untuk JAWA,0,2 bulan yang lalu,indonesia hanya untuk jawa,Neutral
@riskyfirmansyah3849,Bang nepalkan aja yuk bang. 😅,1,2 bulan yang lalu,bang nepalkan aja yuk bang,Neutral
@TheCorbenik,"udahlah, capek gue ngomong baik2. to the point aja gue ngomong ke oknum bajingan biadab yang jd sumber penyebab smua hal kek gini. tai2nya indo udah menjalar sampe kedarah daging dari paling atas sampe paling bawah, bencana kek gini udah jadi sekedar konsekuensi dari korupnya bangsat2 di kursi2 pemerintahan. kata gue sih buruan udah cabik2 mereka sampe tulang ga bersisa, bantai tanpa ampun smua pengkhianat negara. Mau sampe kapan sih lu smua jad budak yang digoblok2in mulu ama pejabat2 culas? Disini bang Ferry masi ngomong sopan soalnya ke limit aturan youtube sm pengaruh sosial dari ucapannya, tp gue jamin dalem hati jg udah pengen ngumpat kejer soal bangsatnya negara ini",0,2 bulan yang lalu,udahlah  capek gue ngomong baik   to the point aja gue ngomong ke oknum bajingan biadab yang jd sumber penyebab smua hal kek gini  tai nya indo udah menjalar sampe kedarah daging dari paling atas sampe paling bawah  bencana kek gini udah jadi sekedar konsekuensi dari korupnya bangsat  di kursi  pemerintahan  kata gue sih buruan udah cabik  mereka sampe tulang ga bersisa  bantai tanpa ampun smua pengkhianat negara  mau sampe kapan sih lu smua jad budak yang digoblok in mulu ama pejabat  culas  disini bang ferry masi ngomong sopan soalnya ke limit aturan youtube sm pengaruh sosial dari ucapannya  tp gue jamin dalem hati jg udah pengen ngumpat kejer soal bangsatnya negara ini,Neutral
@R-Andrawan,Jadi keinget ada konten yg Indonesia bakalan terpecah belah menjadi beberapa negara😅,0,2 bulan yang lalu,jadi keinget ada konten yg indonesia bakalan terpecah belah menjadi beberapa negara,Neutral
@zahira_pertiwi796,Dukungan penuh dari pemerintah dan instansi gabungan bikin semangat baru buat korban bencana,0,2 bulan yang lalu,dukungan penuh dari pemerintah dan instansi gabungan bikin semangat baru buat korban bencana,Neutral
@maya_putri72,Solidaritas nasional terbukti lewat kebijakan konkret dan kerja sama di lapangan,0,2 bulan yang lalu,solidaritas nasional terbukti lewat kebijakan konkret dan kerja sama di lapangan,Neutral
@kikisyahrulhikmat686,Alam tidak menebang kayu jadi gendongan atau jadi balok,0,2 bulan yang lalu,alam tidak menebang kayu jadi gendongan atau jadi balok,Negative
@FahmanFikri,"habih kampuang awak, da feri 😭",0,2 bulan yang lalu,habih kampuang awak  da feri,Neutral
@kazahrahz,"jangankan antar pulau, di jawa pun antar provinsi itu beda bgt kerasa tinggal di jakarta dan kabupaten, dari segi kesehatan, pendidikan, fasilitas jalanan rusak. makanya perlu bgt pemimpin daerah bukan yg cuma hasil giveaway apalagi dinasti, karna ini jabatan krusial bgt kalo ga kompeten dan ada masalah besar kaya gini gak dongo, as pemimpin loh ini, bukan staff yg ga make desicion",0,2 bulan yang lalu (diedit),jangankan antar pulau  di jawa pun antar provinsi itu beda bgt kerasa tinggal di jakarta dan kabupaten  dari segi kesehatan  pendidikan  fasilitas jalanan rusak  makanya perlu bgt pemimpin daerah bukan yg cuma hasil giveaway apalagi dinasti  karna ini jabatan krusial bgt kalo ga kompeten dan ada masalah besar kaya gini gak dongo  as pemimpin loh ini  bukan staff yg ga make desicion,Negative
@B3B0D0R.,Indonesia semoga cepat pulih..,0,2 bulan yang lalu,indonesia semoga cepat pulih,Positive
@DickyPriatna-k2f,"Pemerintah kyak tai, presiden aj g ad statment resmi buat bencana ini, tai",1,2 bulan yang lalu,pemerintah kyak tai  presiden aj g ad statment resmi buat bencana ini  tai,Neutral
@faizalgustian001,Kemenhut Taek,2,2 bulan yang lalu,kemenhut taek,Neutral
@triagustinah7587,"Buat apa nerbitin bencana nasional berlebihan sekali 
Korban 500 jiwa itu kan ga seberapa mereka jg bukan manusia istimewa cma rakyat jelata lagian negara luar jg udh banyak yg membantu jdi pemerintah ga perlu turun tangan membantu

Itulah kira kira kata hati para tikus berdasi dan pejabat patung",0,2 bulan yang lalu,"buat apa nerbitin bencana nasional berlebihan sekali 
korban     jiwa itu kan ga seberapa mereka jg bukan manusia istimewa cma rakyat jelata lagian negara luar jg udh banyak yg membantu jdi pemerintah ga perlu turun tangan membantu

itulah kira kira kata hati para tikus berdasi dan pejabat patung",Negative
@DoyyStore,berharap apa sama pemerintah? yakin masih mau berharap sama orang orang yang cuma omdo?,1,2 bulan yang lalu,berharap apa sama pemerintah  yakin masih mau berharap sama orang orang yang cuma omdo,Neutral
@budiarjono1400,Kapitalisme itulah sumber bencana manusia,0,2 bulan yang lalu,kapitalisme itulah sumber bencana manusia,Neutral
@faizalgustian001,Pejabat Kita Tidak Kompeten!,1,2 bulan yang lalu,pejabat kita tidak kompeten,Neutral
@TheCorbenik,"bodo amat gue dikatain radikal ato provokator, sebodo teing gue udah muak liat seberapa bangsatnya pemerintahan indo. orang sakit ga bisa diobatin ya mending dimatiin sekalian bikin orang baru.",0,2 bulan yang lalu,bodo amat gue dikatain radikal ato provokator  sebodo teing gue udah muak liat seberapa bangsatnya pemerintahan indo  orang sakit ga bisa diobatin ya mending dimatiin sekalian bikin orang baru,Neutral
@purpurblock7770,"Lumpur Lapindo bencana Nasional, apakah harus memakan korban jiwa yang banyak?.
Bro buzzer pikir benacan Nasional cuma sial statistik korban tapi gak lihat statistik kerusakan dan kerugian properti dan faslitas umum milik rakyat.",2,2 bulan yang lalu,"lumpur lapindo bencana nasional  apakah harus memakan korban jiwa yang banyak  
bro buzzer pikir benacan nasional cuma sial statistik korban tapi gak lihat statistik kerusakan dan kerugian properti dan faslitas umum milik rakyat",Negative
@triagustinah7587,​ @purpurblock7770 baca smpe abis bang .. klo msih blm pham mungkin anda perlu belajar sarkas sedikit,0,2 bulan yang lalu,baca smpe abis bang    klo msih blm pham mungkin anda perlu belajar sarkas sedikit,Neutral
@rebeka_tania,Gerak semua instansi jadi inspirasi buat terus jaga kebersamaan,0,2 bulan yang lalu,gerak semua instansi jadi inspirasi buat terus jaga kebersamaan,Neutral
@fauqounurkur3279,Hei Tedy sampein ini tolong,0,2 bulan yang lalu,hei tedy sampein ini tolong,Neutral
@dedee_741,"Untungnya bali kompak tolak reklamasi teluk Benoa,, kalau saja pohon mangruf di babat habis demi investor asing ,, mungkin bali gak akan bisa menahan bencana tsunami",0,2 bulan yang lalu,untungnya bali kompak tolak reklamasi teluk benoa   kalau saja pohon mangruf di babat habis demi investor asing    mungkin bali gak akan bisa menahan bencana tsunami,Neutral
@nakulosadewo2936,"Alih fungsi hutan menjadi kelapa sawit, ilegal logging dan pertambangan emas ditambah cylycon menghantam mulai dari hulu sampai hilir sehingga dampaknya luar biasa. LBP dan konco2nya tidak bergeming. di Jawa Semeru meletus tapi tetap saja  para ELIT TUTUP MULUT. Setuju ini menjadi BENCANA NASIONAL tapi jangan berhenti sampai disitu saja sehera lakukan juga INVESTIGASI LINGKUNGAN DAN TAMBANG.",0,2 bulan yang lalu,alih fungsi hutan menjadi kelapa sawit  ilegal logging dan pertambangan emas ditambah cylycon menghantam mulai dari hulu sampai hilir sehingga dampaknya luar biasa  lbp dan konco nya tidak bergeming  di jawa semeru meletus tapi tetap saja  para elit tutup mulut  setuju ini menjadi bencana nasional tapi jangan berhenti sampai disitu saja sehera lakukan juga investigasi lingkungan dan tambang,Neutral
@apaajaada3458,"Wayoiiiiiik, baa cito ko yeh. Si J tu dewa t mah, alum ado kanai esek lai",0,2 bulan yang lalu,wayoiiiiiik  baa cito ko yeh  si j tu dewa t mah  alum ado kanai esek lai,Neutral
@INSOMNIA96,Dulu Jokowi berusaha memeratakan malah di demo di fitnah sampai sekarang kan tai,0,2 bulan yang lalu,dulu jokowi berusaha memeratakan malah di demo di fitnah sampai sekarang kan tai,Neutral
@arivinsmoke3769,"Gila ya, mereka nggak naikin status bencana ke level nasional saking takutnya kebobrokan disana kebongkar",0,2 bulan yang lalu,gila ya  mereka nggak naikin status bencana ke level nasional saking takutnya kebobrokan disana kebongkar,Negative
@rebahan08,Lantas saat bencana di Sulawesi tengah kenapa gak di dorong jadi status nasional,0,2 bulan yang lalu,lantas saat bencana di sulawesi tengah kenapa gak di dorong jadi status nasional,Neutral
@fakih_gunarto37,"Kebijakan Prabowo menunjukan kepedulian pada masyarakat, semoga selalu konsisten",0,2 bulan yang lalu,kebijakan prabowo menunjukan kepedulian pada masyarakat  semoga selalu konsisten,Neutral
@bangarip3865,"muak bngt jadinya,netizen jd pd ribut2 saling menghina daerah,suku satu sama lain.",0,2 bulan yang lalu,muak bngt jadinya netizen jd pd ribut  saling menghina daerah suku satu sama lain,Neutral
@martinaefendi422,Pak presiden harus turun tangan langsung orang Sumatra udh banyak memilih bapak sebagai presiden,0,2 bulan yang lalu,pak presiden harus turun tangan langsung orang sumatra udh banyak memilih bapak sebagai presiden,Neutral
@abiyan_zamran,"Dengan gotong royong semua elemen, Sumatera pasti bisa keluar dari masa sulit ini",0,2 bulan yang lalu,dengan gotong royong semua elemen  sumatera pasti bisa keluar dari masa sulit ini,Neutral
@bambangijolumut8094,Inilah negara konoha sibuk ngurusin negara palestina bangsa sendiri di nomor 2kan,0,2 bulan yang lalu,inilah negara konoha sibuk ngurusin negara palestina bangsa sendiri di nomor  kan,Neutral
